V(V): 10.35	Step V(V)->	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0.1	0.1	0.1	0.1	0.1	0.1	0.15	0.15	0.15	0.15	0.15	0.15	0.2	0.2	0.2	0.2	0.2	0.2	0.25	0.25	0.25	0.25	0.25	0.25	0.3	0.3	0.3	0.3	0.3	0.3	0.35	0.35	0.35	0.35	0.35	0.35	0.4	0.4	0.4	0.4	0.4	0.4
Time(s):	Sweep V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):
9.000000E-2	-2.000000E-2	-1.242509E-10	-1.400639E-10	-1.313334E-10	-1.037650E-10	-1.236251E-10	-9.620250E-11	-9.610859E-11	-1.492951E-10	-1.383324E-10	-1.105137E-10	-1.045577E-10	-9.098720E-11	-1.130170E-10	-1.275888E-10	-1.207775E-10	-1.303842E-10	-1.364444E-10	-1.295706E-10	-1.878470E-10	-1.536969E-10	-1.590269E-10	-1.699271E-10	-1.878679E-10	-1.809836E-10	-2.168968E-10	-2.126515E-10	-2.087295E-10	-2.296327E-10	-2.156451E-10	-2.115980E-10	-2.720023E-10	-2.783963E-10	-2.655352E-10	-3.126508E-10	-2.913408E-10	-3.303621E-10	-3.835901E-10	-3.916113E-10	-3.929673E-10	-4.298297E-10	-4.765802E-10	-4.532362E-10	-5.929140E-10	-5.284626E-10	-6.119292E-10	-5.084043E-10	-5.451204E-10	-5.604536E-10	-8.226715E-10	-8.300252E-10	-8.405604E-10	-6.146099E-10	-6.345848E-10	-5.639583E-10
3.540000E-1	-1.980000E-2	-1.301756E-10	-1.304259E-10	-1.254609E-10	-1.061849E-10	-1.424943E-10	-9.794450E-11	-9.058040E-11	-1.350989E-10	-1.218310E-10	-1.067795E-10	-1.066230E-10	-9.249960E-11	-1.064144E-10	-1.474697E-10	-1.193276E-10	-1.339098E-10	-1.336281E-10	-1.231557E-10	-1.544583E-10	-1.636686E-10	-1.588392E-10	-1.648994E-10	-1.828299E-10	-1.512769E-10	-2.245842E-10	-2.265556E-10	-2.415028E-10	-2.239062E-10	-2.248659E-10	-2.033786E-10	-3.013543E-10	-2.714807E-10	-2.788657E-10	-3.054014E-10	-3.015421E-10	-2.853223E-10	-4.336056E-10	-4.112837E-10	-3.422427E-10	-4.638338E-10	-4.616330E-10	-4.976607E-10	-6.616629E-10	-5.454229E-10	-5.449848E-10	-5.832239E-10	-5.347523E-10	-5.564482E-10	-7.896896E-10	-8.538700E-10	-4.899211E-10	-5.588473E-10	-5.852891E-10	-5.968985E-10
5.200000E-1	-1.960000E-2	-1.203603E-10	-1.261493E-10	-1.300817E-10	-1.037128E-10	-1.422648E-10	-9.341750E-11	-8.927650E-11	-1.325955E-10	-1.296958E-10	-9.367830E-11	-1.255339E-10	-1.154265E-10	-1.191190E-10	-1.416076E-10	-1.175231E-10	-1.349111E-10	-1.317298E-10	-1.144669E-10	-1.437042E-10	-1.780526E-10	-1.836122E-10	-1.677679E-10	-1.482833E-10	-1.753927E-10	-1.934170E-10	-2.187952E-10	-2.076760E-10	-2.260862E-10	-2.490234E-10	-2.019285E-10	-2.866887E-10	-2.609666E-10	-3.027833E-10	-2.600800E-10	-3.139129E-10	-2.940424E-10	-3.767893E-10	-4.311648E-10	-3.724605E-10	-4.104075E-10	-4.317594E-10	-4.879392E-10	-6.445879E-10	-5.094995E-10	-5.548419E-10	-5.137344E-10	-5.927054E-10	-5.370158E-10	-7.715506E-10	-8.388498E-10	-4.717090E-10	-5.767047E-10	-6.019783E-10	-5.818679E-10
6.850000E-1	-1.940000E-2	-1.321366E-10	-1.292681E-10	-1.391982E-10	-1.045160E-10	-1.418684E-10	-9.357400E-11	-8.741990E-11	-1.002081E-10	-1.084901E-10	-1.069464E-10	-9.851830E-11	-1.142166E-10	-1.226342E-10	-1.422335E-10	-1.380716E-10	-1.318862E-10	-1.252731E-10	-1.303633E-10	-1.631575E-10	-1.498271E-10	-1.557204E-10	-1.731084E-10	-1.699896E-10	-1.475010E-10	-2.100751E-10	-2.060593E-10	-2.425668E-10	-2.231448E-10	-2.088338E-10	-2.065808E-10	-2.821409E-10	-2.773950E-10	-2.991430E-10	-2.443713E-10	-2.898388E-10	-3.256475E-10	-3.836318E-10	-4.485946E-10	-3.547596E-10	-4.528816E-10	-4.643345E-10	-4.445996E-10	-5.505235E-10	-4.744419E-10	-5.048370E-10	-4.931754E-10	-5.308616E-10	-5.292762E-10	-7.693393E-10	-7.967825E-10	-4.853420E-10	-5.739301E-10	-5.735129E-10	-5.287859E-10
8.490000E-1	-1.920000E-2	-1.256174E-10	-1.246369E-10	-1.250645E-10	-1.025446E-10	-1.118488E-10	-9.176950E-11	-9.041350E-11	-1.188374E-10	-1.219666E-10	-1.141644E-10	-1.239797E-10	-1.096792E-10	-1.228636E-10	-1.351719E-10	-1.119844E-10	-1.378630E-10	-1.205063E-10	-1.386558E-10	-1.451750E-10	-1.750068E-10	-1.835496E-10	-1.621144E-10	-1.409505E-10	-1.661303E-10	-2.149462E-10	-2.006664E-10	-2.026274E-10	-2.109826E-10	-2.134234E-10	-2.110451E-10	-2.754131E-10	-2.500143E-10	-3.029085E-10	-2.642210E-10	-3.205051E-10	-2.994976E-10	-3.394995E-10	-4.592860E-10	-3.304560E-10	-4.563446E-10	-4.229976E-10	-4.612262E-10	-5.291719E-10	-4.608924E-10	-5.163316E-10	-4.897229E-10	-5.193253E-10	-5.422207E-10	-7.070053E-10	-7.548093E-10	-4.313526E-10	-5.536945E-10	-5.495222E-10	-5.767777E-10
1.013000E+0	-1.900000E-2	-1.242196E-10	-1.179508E-10	-1.217893E-10	-1.008027E-10	-1.120157E-10	-1.091994E-10	-9.005880E-11	-1.049958E-10	-1.230305E-10	-1.096271E-10	-1.245013E-10	-1.100443E-10	-1.088239E-10	-1.311039E-10	-1.136950E-10	-1.171580E-10	-1.210383E-10	-1.316254E-10	-1.448203E-10	-1.673611E-10	-1.697289E-10	-1.444865E-10	-1.394694E-10	-1.703338E-10	-1.909137E-10	-2.314685E-10	-2.073631E-10	-2.416280E-10	-2.093241E-10	-2.038897E-10	-5.307782E-10	-2.807328E-10	-2.619158E-10	-2.499726E-10	-3.122961E-10	-2.826207E-10	-3.430042E-10	-4.610697E-10	-3.392387E-10	-4.458408E-10	-4.204003E-10	-4.049627E-10	-5.082270E-10	-4.566992E-10	-3.709272E-10	-4.848622E-10	-5.294952E-10	-4.938639E-10	-7.939452E-10	-7.339166E-10	-4.742958E-10	-6.052640E-10	-6.205450E-10	-5.500437E-10
1.177000E+0	-1.880000E-2	-1.315733E-10	-9.566010E-11	-1.229367E-10	-9.947800E-11	-1.096166E-10	-1.079477E-10	-1.055487E-10	-9.908160E-11	-1.212886E-10	-1.009487E-10	-9.965530E-11	-1.050271E-10	-1.068629E-10	-1.032226E-10	-1.099191E-10	-1.170016E-10	-1.165009E-10	-1.236981E-10	-1.585158E-10	-1.475114E-10	-1.748504E-10	-1.392503E-10	-1.325746E-10	-1.774685E-10	-1.955449E-10	-1.936778E-10	-1.956701E-10	-2.016364E-10	-2.150401E-10	-2.065078E-10	-2.780521E-10	-2.924152E-10	-2.702499E-10	-2.733061E-10	-2.877944E-10	-3.515991E-10	-4.073722E-10	-4.390713E-10	-3.977342E-10	-4.338872E-10	-4.225386E-10	-4.110125E-10	-5.004665E-10	-4.530902E-10	-3.448087E-10	-4.931754E-10	-5.221624E-10	-5.508469E-10	-7.626637E-10	-7.533386E-10	-7.785913E-10	-5.994228E-10	-5.679220E-10	-5.356076E-10
1.340000E+0	-1.860000E-2	-1.111291E-10	-9.406420E-11	-1.191607E-10	-1.004376E-10	-1.096896E-10	-8.747199E-11	-8.339360E-11	-1.036294E-10	-1.179821E-10	-9.869570E-11	-9.621300E-11	-1.060493E-10	-9.748550E-11	-1.238337E-10	-1.044117E-10	-1.138411E-10	-1.114837E-10	-1.288300E-10	-1.660051E-10	-1.360064E-10	-1.400013E-10	-1.382594E-10	-1.408462E-10	-1.462285E-10	-1.992374E-10	-2.231552E-10	-1.982047E-10	-1.963376E-10	-2.256690E-10	-1.898602E-10	-2.655665E-10	-2.631466E-10	-2.492216E-10	-2.632405E-10	-3.118476E-10	-2.955235E-10	-3.984122E-10	-4.001228E-10	-3.759861E-10	-4.349512E-10	-4.041491E-10	-4.268674E-10	-5.379024E-10	-4.603083E-10	-3.567206E-10	-4.894100E-10	-5.230177E-10	-5.122428E-10	-7.642282E-10	-7.226201E-10	-7.417292E-10	-5.461322E-10	-6.326656E-10	-4.857801E-10
