V(V): 10.35	Step V(V)->	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0.1	0.1	0.1	0.1	0.1	0.1	0.15	0.15	0.15	0.15	0.15	0.15	0.2	0.2	0.2	0.2	0.2	0.2	0.25	0.25	0.25	0.25	0.25	0.25	0.3	0.3	0.3	0.3	0.3	0.3	0.35	0.35	0.35	0.35	0.35	0.35	0.4	0.4	0.4	0.4	0.4	0.4
Time(s):	Sweep V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):	Ch1 V(V):
3.700000E-2	-2.000000E-2	-1.124225E-10	-1.123182E-10	-1.107849E-10	-9.083070E-11	-9.054910E-11	-1.049332E-10	-1.124746E-10	-1.117758E-10	-1.088030E-10	-1.235729E-10	-1.404603E-10	-1.004898E-10	-1.257217E-10	-1.063831E-10	-1.103364E-10	-1.156560E-10	-1.172415E-10	-1.164070E-10	-1.097314E-10	-1.181385E-10	-1.126728E-10	-1.368512E-10	-1.334925E-10	-1.058824E-10	-9.197810E-11	-1.269108E-10	-1.394902E-10	-1.025655E-10	-1.245117E-10	-1.047142E-10	-1.234999E-10	-1.060493E-10	-1.042761E-10	-1.021691E-10	-1.224568E-10	-9.498210E-11	-8.048340E-11	-1.030244E-10	-1.094497E-10	-7.431890E-11	-8.579270E-11	-7.787580E-11	-7.175290E-11	-5.367650E-11	-5.193460E-11	-5.999750E-11	-5.458400E-11	-3.133390E-11	-1.117130E-11	-3.855190E-11	-3.847890E-11	-4.162900E-11	-3.815560E-11	-4.590560E-11
3.210000E-1	-1.980000E-2	-1.145295E-10	-1.064666E-10	-9.020490E-11	-9.004840E-11	-8.991279E-11	-8.672100E-11	-1.116715E-10	-9.093500E-11	-1.051314E-10	-1.288509E-10	-1.426612E-10	-1.236668E-10	-1.063727E-10	-1.068734E-10	-1.053609E-10	-1.048185E-10	-1.138828E-10	-1.323869E-10	-1.025655E-10	-1.385827E-10	-1.318236E-10	-1.083232E-10	-1.238754E-10	-1.066752E-10	-1.025655E-10	-1.296332E-10	-1.342436E-10	-1.206732E-10	-1.096271E-10	-1.053087E-10	-9.677620E-11	-1.316776E-10	-2.341596E-10	-9.619210E-11	-1.372685E-10	-1.056634E-10	-7.545580E-11	-7.831380E-11	-8.198550E-11	-9.027790E-11	-9.452319E-11	-7.901270E-11	-5.054730E-11	-4.513370E-11	-6.349180E-11	-6.517110E-11	-6.649579E-11	-2.943550E-11	-1.306970E-11	-4.782480E-11	-4.261990E-11	-4.584300E-11	-3.590250E-11	-4.793960E-11
4.860000E-1	-1.960000E-2	-1.094915E-10	-1.035877E-10	-9.393910E-11	-8.881760E-11	-8.862980E-11	-9.101850E-11	-1.133404E-10	-9.486741E-11	-8.424890E-11	-1.102842E-10	-1.133508E-10	-1.037754E-10	-1.031809E-10	-1.302069E-10	-1.094915E-10	-1.117758E-10	-1.308849E-10	-1.247725E-10	-1.040988E-10	-1.075931E-10	-1.263475E-10	-1.232704E-10	-1.266500E-10	-1.242196E-10	-8.724250E-11	-1.294559E-10	-1.325851E-10	-1.021795E-10	-1.245430E-10	-1.015224E-10	-9.848710E-11	-1.043283E-10	-2.312912E-10	-9.233270E-11	-1.265666E-10	-8.929740E-11	-7.067860E-11	-9.469010E-11	-7.924220E-11	-8.657500E-11	-9.267689E-11	-7.302550E-11	-5.062030E-11	-4.671920E-11	-5.931950E-11	-5.743150E-11	-6.888450E-11	-2.852800E-11	-1.049330E-11	-4.519630E-11	-3.678910E-11	-3.259600E-11	-3.359730E-11	-5.381210E-11
6.530000E-1	-1.940000E-2	-8.389430E-11	-7.959679E-11	-1.006671E-10	-8.886970E-11	-1.015745E-10	-1.078747E-10	-1.124538E-10	-8.704440E-11	-9.571230E-11	-1.055799E-10	-1.149050E-10	-1.059763E-10	-1.183576E-10	-1.098983E-10	-1.248559E-10	-1.064248E-10	-1.097314E-10	-9.665100E-11	-9.703700E-11	-1.326372E-10	-1.249707E-10	-1.020439E-10	-1.052253E-10	-9.170690E-11	-8.452011E-11	-1.258364E-10	-1.310518E-10	-9.799660E-11	-1.190460E-10	-1.289343E-10	-9.508640E-11	-1.028575E-10	-1.858235E-10	-9.187380E-11	-1.175440E-10	-1.064353E-10	-6.863410E-11	-9.704740E-11	-9.022570E-11	-6.921830E-11	-8.136999E-11	-7.145040E-11	-5.481340E-11	-4.273470E-11	-4.433060E-11	-5.257080E-11	-5.305060E-11	-2.787090E-11	-8.615800E-12	-4.265120E-11	-4.531100E-11	-3.371210E-11	-2.944590E-11	-5.040120E-11
8.200000E-1	-1.920000E-2	-1.028367E-10	-7.970109E-11	-9.841400E-11	-8.898450E-11	-8.412380E-11	-1.015745E-10	-9.147740E-11	-1.084588E-10	-9.846620E-11	-1.145712E-10	-1.061536E-10	-1.045264E-10	-9.880000E-11	-1.009070E-10	-1.216850E-10	-1.007714E-10	-1.067065E-10	-1.029201E-10	-1.253253E-10	-1.026072E-10	-1.173458E-10	-9.959270E-11	-1.285067E-10	-1.186809E-10	-8.455139E-11	-1.119531E-10	-1.261598E-10	-9.316720E-11	-9.984299E-11	-9.918590E-11	-1.184515E-10	-9.869570E-11	-2.065704E-10	-1.085214E-10	-1.219875E-10	-8.243400E-11	-6.501470E-11	-7.692660E-11	-9.354270E-11	-8.331021E-11	-8.205850E-11	-6.624550E-11	-4.452870E-11	-4.444530E-11	-5.470910E-11	-4.499810E-11	-5.178850E-11	-2.403240E-11	-5.403100E-12	-4.054420E-11	-2.935200E-11	-3.908390E-11	-3.720640E-11	-4.636450E-11
9.850000E-1	-1.900000E-2	-9.961360E-11	-7.986800E-11	-9.798620E-11	-8.138050E-11	-8.874460E-11	-1.009070E-10	-8.554230E-11	-9.870610E-11	-9.782970E-11	-1.170746E-10	-9.593130E-11	-9.656760E-11	-1.169286E-10	-1.203185E-10	-1.174814E-10	-1.015224E-10	-1.056530E-10	-9.652591E-11	-1.155413E-10	-1.022630E-10	-9.467960E-11	-9.603560E-11	-9.924851E-11	-1.114107E-10	-9.678660E-11	-1.052566E-10	-1.199222E-10	-9.453360E-11	-9.150870E-11	-9.449191E-11	-8.835860E-11	-9.563930E-11	-2.118170E-10	-1.043491E-10	-1.211009E-10	-7.774020E-11	-7.268130E-11	-7.230570E-11	-9.044480E-11	-7.566440E-11	-8.203760E-11	-6.536930E-11	-5.116270E-11	-4.555100E-11	-5.293590E-11	-4.703210E-11	-6.215670E-11	-2.315620E-11	-8.636600E-12	-3.920910E-11	-3.365990E-11	-3.468210E-11	-3.800950E-11	-3.280460E-11
1.149000E+0	-1.880000E-2	-9.181120E-11	-7.802180E-11	-9.752719E-11	-7.832431E-11	-8.733640E-11	-8.208980E-11	-9.989520E-11	-8.670010E-11	-1.014285E-10	-9.408510E-11	-9.717260E-11	-8.888020E-11	-9.900859E-11	-1.218936E-10	-1.163027E-10	-1.199118E-10	-1.199326E-10	-1.122556E-10	-1.205167E-10	-9.570190E-11	-1.077391E-10	-9.402250E-11	-9.186330E-11	-1.036398E-10	-9.402250E-11	-1.199326E-10	-1.171685E-10	-1.027949E-10	-1.117549E-10	-8.950601E-11	-8.859850E-11	-9.197810E-11	-2.170950E-10	-1.056738E-10	-1.292681E-10	-7.473610E-11	-5.871450E-11	-6.669400E-11	-8.407160E-11	-6.690260E-11	-6.676700E-11	-7.552880E-11	-3.835380E-11	-4.712600E-11	-3.967850E-11	-5.033870E-11	-4.413240E-11	-2.398020E-11	-8.010800E-12	-3.614240E-11	-2.959200E-11	-3.122960E-11	-2.722420E-11	-2.920600E-11
1.315000E+0	-1.860000E-2	-9.913381E-11	-7.819909E-11	-8.098410E-11	-8.695050E-11	-1.010739E-10	-8.457230E-11	-9.693270E-11	-1.075096E-10	-1.141123E-10	-9.412680E-11	-9.263520E-11	-9.164430E-11	-9.365740E-11	-1.149467E-10	-1.110352E-10	-1.163444E-10	-9.377220E-11	-1.083545E-10	-9.820520E-11	-1.110769E-10	-9.123750E-11	-8.961031E-11	-1.177943E-10	-1.128502E-10	-9.365740E-11	-9.817390E-11	-9.497170E-11	-9.289600E-11	-1.069151E-10	-9.351140E-11	-8.698180E-11	-1.009278E-10	-2.262218E-10	-9.417900E-11	-2.071545E-10	-7.298370E-11	-6.994840E-11	-6.825860E-11	-8.055640E-11	-6.507730E-11	-7.886670E-11	-7.926300E-11	-3.270030E-11	-3.694560E-11	-3.913610E-11	-5.056810E-11	-5.492820E-11	-2.035030E-11	-4.339200E-12	-3.261690E-11	-2.937290E-11	-2.732850E-11	-2.528410E-11	-3.965760E-11
